strSciName,keyID,strCategory,strCommonName,strToken,flgEvaluated,flgRecommended,flgNativeTo,flgAvail,,flgPNLightFull,flgPNLightPartialSun,flgPNLightShade,flgPNMoistureLow,flgPNMoistureMed,flgPNMoistureHigh,flgPNSeasonalWet,flgPNAquatic,strPNUniqueSoils,flgGHDeerResistant,flgGHGroundhogResistant,flgGHSpreadRapidly,flgSWBioretention,flgSWRainGarden,flgSWRetentionBasinWet,flgSWDetentionBasinDry,flgSWStreamBuffer,flgSWGreenRoof,flgSWSwale,flgSWWetland,strPCFoliageColor,strPCHeightLow,strPCHeightHigh,flgPCHeightIncr,flgPCHeightPlus,strPCSpreadLow,strPCSpreadHigh,flgPCSpreadIncr,flgPCSpreadPlus,Off set,flgPCGroundCover,strSciName,strPCBloomTime,strPCFlowerColor,flgPCEdible,flgPCEasyGrow,flgPMSeed,flgPMPlug,flgPMRootBall,flgPMStaking,flgRUErosion,flgRUWildlife,strCaterpHostPlantComName,strCaterpHostPlantSciName,strLandscape,flgRUSubdivision,flgRUHorticulture,flgRUScreening,flgRUHedge,flgRUParkingLot,flgRUStreetscape,flgRUOpenSpace,flgShallowRoots,strSlopes,strSpecialUses,strLandscapeGardenUses,strPlantCommunity,strTolerates,strSusceptible,strPlantingRecommendations,strGrowthPatterns,strSeasonColor,strBlooms,strMaintenance,strComments,Temp_NotFound,strSource,strThumbLink,strPicture1,strPicture2,strPicture3,strPicture4,booActive,dteDateAdded,dteDateChanged,strUserName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polystichum acrostichoides,1468,1,Christmas fern,POAC4,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,,Y,Y,Y,Y, , , ,"O,K",Y, , , ,Y, , ,Y, ,Y,NULL,"E,H",1,3,F, ,NULL,NULL, , ,, ,Polystichum acrostichoides,,X, ,E, , , , ,Y,"C,H            ",,,Y, ,Y, ,, , , ,,,"Winter Interest,Evergreen","Dryish or moist soils in woodland gardens, shade gardens or shady areas of borders, wild or native plant gardens. May also be planted in shady areas along walls or foundations. A good plant for massing on slopes (including dryish, rocky ones) to help combat soil erosion.","both dry and moist wooded slopes, moist banks and ravines","Rabbit, Deer, Drought, Heavy Shade, Erosion, Dry Soil, Shallow-Rocky Soil","Typically grows in a fountain-like clump to 2' tall and features leathery, lance-shaped, evergreen (green at Christmas time as the common name suggests) fronds. Stocking shape of the pinnae also suggests Christmas.",Consider planting rhizome at an angle to help combat potential crown rot problems which can occur in poorly drained soils.,"Although rhizomatous, this fern will not spread or naturalize, however clumps will increase in size over time,Typically grows in a fountain-like clump to 2' tall and features leathery, lance-shaped, evergreen (green at Christmas time as the common name suggests) fronds. Stocking shape of the pinnae also suggests Christmas.",,,Low,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:44.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pteridium aquilinum,1480,1,"eagle,bracken fern",PTAQ,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y,Y,Y, , , ,"S,AK",Y, ,Y, ,Y, , ,Y, ,Y,NULL,"G-F,H",1,4,F, ,NULL,NULL, , ,, ,Pteridium aquilinum,,X, ,E, , , , ,Y,"C,H",,, , , , ,,Y,Y,Y,,,,"Naturalize,ersosion control for dry shady,No serious insect or disease problems.","post oak and pine forsest,Xeric",Drought,No serious insect or disease problems.,"Favors sandy to peaty acidic soils. Rarely found in areas with alkaline soils. Grows well in poor soils. Hardy and vigorous, but often weedy, sometimes to the extent of being invasive in optimum growing conditions where it may form colonies. Can be difficult to control or eradicate once established due to deep creeping rootstock.","roots 10 feet deep,a coarse, deciduous, rhizomatous, cosmopolitan fern",,,Medium,"aggressive, LM: Xeric conditions, requires a lot of water to establish, Fronds of this deciduous fern die back somewhat rapidly after the first fall frost",,Primary,NULL,NULL,NULL,NULL,NULL,A,28:44.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris noveboracensis,1590,1,New York fern,THNO,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, ,Y,Y, ,Y, , , ,"O,S,K,A",Y, , , , , , ,, ,NULL,NULL,G,1,2,F, ,NULL,NULL, , ,, ,Thelypteris noveboracensis,,X, ,E, , , , ,Y,C,,, , , , ,, , , ,,,,ground cover,"woods (including somewhat dry woodland areas), fields, old pastures, thickets, areas with disturbed soils, burned-out areas and marshes",,,,,,,,ground cover,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:44.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris palustris,1591,1,marsh fern,THPA,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, Y,Y,Y, ,Y,Y, , ,                         , , , , ,Y, , ,Y, ,Y,NULL,G,1,4,F, ,NULL,NULL, , ,, ,Thelypteris palustris,,S, ,E, , , , , ,"C,H            ",,,Y, ,Y, ,, , , ,,,,,,,,,,,,,,not found in Missouri botanical garden,Primary,NULL,NULL,NULL,NULL,NULL,A,28:44.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaTEST PLANT PLEASE IGNORE Sci name2,Y+7:91,1,aaTEST PLANT PLEASE IGNORE Comm name2,BCDEF,Y,N,"F,G,L,O,M,P,B  ",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,24,I,NULL,NULL,NULL,NULL,NULL,,NULL,aaTEST PLANT PLEASE IGNORE Sci name2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,,,,,,,,,,,,,NULL,,A,41:33.8,41:33.8,NULL,NULL,NULL,A,28:39.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onoclea sensibilis,1670,1,"sensitive fern,bead fern",ONSE,N,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onoclea sensibilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaTEST PLANT PLEASE IGNORE Sci name5,1091,2,aaTEST PLANT PLEASE IGNORE Comm name5,ABCDB,Y,N,"A,C,V          ","W,R,M  ",, , , , , , , , ,B                        ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NULL,"K,M",NULL,NULL,NULL, ,NULL,NULL,NULL, ,,Y,aaTEST PLANT PLEASE IGNORE Sci name5,2,"I,M",Y,E,Y,Y,Y,Y,Y,C               ,NULL,NULL,Y,Y,Y,Y,,Y,Y,Y,,yes,,,,,,,,,,,NULL,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:45.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaTEST PLANT PLEASE IGNORE Sci name5x,1627,2,aaTEST PLANT PLEASE IGNORE Comm name5,ABCDB,N,N,"A,V            ",N      ,, ,1, , ,1, , , ,B                        ,1, , , , , ,1,1, , , ,"K,M",NULL,NULL, , ,NULL,NULL, , ,, ,aaTEST PLANT PLEASE IGNORE Sci name5x,2,"I,M", ,E, ,1, , , ,C,,, , , , ,, ,Y, ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:45.7,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrostis hyemalis,1108,2,"winter bentgrass,ticklegrass",AGHY,Y,R,"A,C,B,P,G,Q,F,L,M,O,R,V,U        ",W      ,,Y,Y,,Y, , , , ,"G,S,RO             ", , , , , , , , , ,NULL,NULL,G,1,3,F, ,NULL,NULL, , ,, ,Agrostis hyemalis,,, ,E, , , , ,Y,C,"Common Roadside Skipper,Leonard's Skipper,Fiery Skipper","Amblyscirtes vialis,Hesperia leonardus,Hylephila phyleus ", , , , ,, , , ,,,,,,,,,,,,,Clump,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,47:40.3,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agrostis perennans,1109,2,"autumn,upland bentgrass",AGPE,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,,Y,Y,Y,Y,Y,Y, , ,"O,CO,K", , , , ,Y, , ,Y, ,NULL,NULL,G,6,30,I, ,NULL,NULL, , ,, ,Agrostis perennans,7,, ,E, , , , , ,C,"Common Roadside Skipper,Leonard's Skipper,Fiery Skipper","Amblyscirtes vialis,Hesperia leonardus,Hylephila phyleus ", , , , ,, , , ,,,,,,,,,,,,,Clump,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:46.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andropogon gerardii,1120,2,"big bluestem,turkeyfoot",ANGE,Y,R,"A,C,B,P,G,Q,F,L,N,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"RO,CO,S,G",Y, ,Y,Y,Y, , , , ,NULL,NULL,BG-T,3,6,F, ,24,30,I, ,, ,Andropogon gerardii,"08,09",Y, ,E, , , , ,Y,"C,W      ","Delaware Skipper,Dusted Skipper,Leonard's Skipper,Cobweb Skipper,Indian Skipper","Atrytone logan,Atrytonopsis hianna,Hesperia leonardus,Hesperia metea,Hesperia sassacus ",Y, ,Y,Y,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,35:34.4,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andropogon glomeratus,1121,2,bushy bluestem,ANGL2,N,N,"A,C,Q,F,L,N,V,U        ",W      ,,Y,Y, , ,Y, , , ,                         ,Y, , , , , , ,, ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Andropogon glomeratus,,, ,E, , , , ,Y,C,,, , , , ,, , , ,,upland,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:46.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andropogon virginicus,1122,2,"broomsedge,broomstraw,sage grass, whiskey grass",ANVI2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y,Y,Y, , ,"C,S,G,K              ",Y, , , ,Y, , ,Y, ,NULL,NULL,G-Z,1.5,3,F, ,NULL,NULL, , ,, ,Andropogon virginicus,"08,09,10,11","R,N", ,E, , , , ,Y,C,Cobweb Skipper,Hesperia metea ,Y, , , ,,Y,Y, ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:46.7,12:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthoxanthum hirtum,Hierocloe hirta",1329,2,"northern sweet grass,vanilla grass",HIHIA,Y,N,"V,U            ",N      ,,Y,Y, , ,Y,Y, , ,                         , , ,Y,Y,Y, ,Y,Y, ,Y,NULL,GB,30,30,I, ,18,18,I, ,,Y,"Anthoxanthum hirtum,Hierocloe hirta",3,"R,P", ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,," Need to work with DCR to propagate, no because not in VA Atlas",,Primary,NULL,NULL,NULL,NULL,NULL,A,28:46.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundinaria gigantea,1136,2,great southern cane,ARGI,Y,R,"N,V,U",W      ,,Y,Y, , ,Y,Y, , ,"RO,IO", , ,Y,Y,Y, ,Y,Y, ,NULL,NULL,,3,24,F, ,NULL,NULL, , ,, ,Arundinaria gigantea,"02,03,04,05",G, ,E, , , , , ,C,"Cobweb Roadside Skipper,Carolina Roadside Skipper,Reversed Roadside Skipper,Yehl Skipper,Creole Pearly Eye,Southern Pearly Eye","Amblyscirtes aesculapius,Amblyscirtes carolina,Amblyscirtes reversa,Poanes yehl,Enodia creola,Enodia portlandia", , , ,Y,, , , ,,,,,,,,,,,,,"river banks,bogs,damp woods. Soil:wet",,Primary,NULL,NULL,NULL,NULL,NULL,A,29:19.2,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenella flexuosa,1636,2,wavy hairgrass,DEFLF,Y,R,"A,C,B,G,Q,M,N,R,V,U        ",,,Y,Y,Y,Y,Y,,,,"S,K",,,,,,,,Y,,,,,1,2.5,F,,,,,,,,Avenella flexuosa,"07,08",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouteloua dactyloides,1163,2,buffalo grass,BODA2,Y,N,U              ,"W,R    ",,Y, , ,Y,Y, , , ,                         , , , , , , , , , ,NULL,NULL,QG-BG,3,12,I, ,NULL,NULL, , ,,Y,Bouteloua dactyloides,"01,02,03",Y, ,E, , , , , ,S                   ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,29:19.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brachyelytrum erectum,1160,2,"bearded shorthusk,long awned wood grass",BRER2,Y,R,"A,C,B,G,Q,F,L,M,N,O,R,V,U        ",       ,, ,Y,Y, ,Y, , , ,"O,SO,K", , , ,Y,Y, , ,Y, ,NULL,NULL,G,1,1,F, ,NULL,NULL, , ,, ,Brachyelytrum erectum,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,woodland,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,53:25.9,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus ciliatus,1161,2,fringed brome,BRCI2,Y,R,"A,C,M,V,U        ",W      ,,Y,Y,Y,Y,Y, ,Y, ,P, , , ,Y,Y, ,Y,Y, ,Y,Y,G,2,4,F, ,NULL,NULL, , ,, ,Bromus ciliatus,"07,08",Y, ,E, , , , ,,"W,H,S,M",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,I,28:39.3,50:58.2,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus inermis,1162,2,"smooth,awnless brome grass",BRIN2,Y,N,"A,C,B,G,Q,F,L,M,O,V,U        ",W      ,,Y,Y, , , , , , ,"RL,CL                  ", , ,Y, , , , , , ,NULL,NULL,,25,42,I, ,NULL,NULL, , ,, ,Bromus inermis,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,00:40.0,00:40.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamagrostis canadensis,1164,2,"bluejoint,Canada reedgrass",CACA4,Y,R,"G,M,N,R,V,U        ",W      ,,Y,Y, , ,Y,Y,Y, ,"O,C,I,S       ", , ,Y,, , , ,Y, ,Y,Y,G-S,2,5,F, ,NULL,NULL, , ,, ,Calamagrostis canadensis,,, ,E,N ,Y, , , ,"H,W           ",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,I,28:39.3,25:47.4,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamagrostis coarctata,1165,2,"arctic reedgrass,Nuttall's reedgrass",CACO71,Y,R,"A,C,B,Q,F,L,O,V,U        ",W      ,,Y, , , ,Y, , , ,                         , , , , , , , , , ,NULL,NULL,G,1,3,F, ,NULL,NULL, , ,, ,Calamagrostis coarctata,"08,09,10,11",, ,E, , , , , ,                    ,,, , , , ,, , , ,,"north facing,wooded",,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,02:02.7,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex amphibola ,1532,2,"creek,eastern narrow leaf sedge ",CAAM8,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",,,Y,Y,Y,,Y,,Y,,"S,AO,D",,,,Y,Y,,Y,Y,,Y,,G,6,18,I,,,,,,,,Carex amphibola ,"03,04,05,06",,,E,,,,,,"C,B,T",variety of skippers,,,,,,,,,,,,"Nectar source. Fruit makes jelly, pies and wine, effective erosion control on moist sites. Fruit eaten by birds, mammals, deer eat twigs and leaves.",,,,,,,,,,"fruit-black,purple. Poisonous parts-leaves, twigs, roots, unripe fruits",,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,18:02.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex appalachica,1637,2,Appalachian sedge,CAAP5,Y,R,"A,C,Q,N,R,V,U        ",,,,Y,Y,Y,,,,,"D,P",,,,,,,,,,,,,0.5,1,F,,8,18,i,,,Y,Carex appalachica,,,,E,,,,,,"C,S",,,,,,,,,,,,,,,,,,,,,,,,,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex atlantica,1169,2,"prickly bog,Atlantic sedge",CAAT4,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, ,Y, , , ,Y, , ,                         , , , , , , , ,, ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Carex atlantica,,, ,E, , , , , ,C,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:04.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex blanda,1170,2,eastern woodland sedge,CABL,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, ,Y,Y, ,Y, , , ,"O,CO,K",Y, , ,Y, , , , , ,NULL,NULL,G,1,1,F, ,12,24, , ,, ,Carex blanda,,, ,E, , , , ,Y,C,Appalachian Brown,Satyrodes appalachia, , , , ,, , , ,,"high altitude,north facing, talus",,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,07:34.5,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex cephalophora,1171,2,"oval leaf,apitate sedge",CACE,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y, , , , ,"O,CO,K,S", , , ,,,,,,,NULL,NULL,G,1,2,F, ,NULL,NULL, , ,, ,Carex cephalophora,,, ,E, , , , , ,C,"Dion Skipper,Duke's Skipper,Dun Skipper,Mulberry Wing,Appalachian Brown","Euphyes dion,Euphyes dukesi,Euphyes vestris,Poanes massasoit,Satyrodes appalachia", , , , ,,Y,Y, ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:04.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex comosa,1172,2,"longhair,bottlebrush,bristly sedge",CACO8,Y,R,"A,C,B,F,L,N,V,U        ",W      ,,Y,Y, , , ,Y,Y, ,"U,SO", , , ,Y,Y,Y,Y,Y, ,Y,Y,YG-G,2,4.5,F, ,NULL,NULL, , ,, ,Carex comosa,,, ,E, , , , , ,C,"Dion Skipper,Duke's Skipper,Dun Skipper,Mulberry Wing,Appalachian Brown","Euphyes dion,Euphyes dukesi,Euphyes vestris,Poanes massasoit,Satyrodes appalachia", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,18:35.9,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex crinita,1173,2,"long hair,long fringed sedge",CACR6,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y, , ,                         , , , ,Y,Y, ,Y,Y, ,NULL,NULL,G,2,4,F, ,18,36,I, ,, ,Carex crinita,"06,07,08",, ,E, , , , , ,"C,W       ","Dion Skipper,Duke's Skipper,Dun Skipper,Mulberry Wing","Euphyes dion,Euphyes dukesi,Euphyes vestris,Poanes massasoit ",Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex debilis,1174,2,white edge sedge,CADE5,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,V,U        ",W      ,,Y,Y, , ,Y, , , ,"A,P,S", , , ,Y,Y, , ,Y, ,Y,NULL,G,10,40,i, ,10,40,i, ,, ,Carex debilis,,, ,E, , , , , ,C,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex frankii,1176,2,Frank's sedge,CAFR3,Y,R,"A,C,B,P,G,Q,F,L,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y,Y, ,"RO,RI", , , ,Y,Y, ,Y,Y, ,Y,Y,G,12,32,I, ,NULL,NULL, , ,, ,Carex frankii,,, ,E, , , , , ,C,"Dion Skipper,Duke's Skipper,Dun Skipper,Mulberry Wing","Euphyes dion,Euphyes dukesi,Euphyes vestris,Poanes massasoit ", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,18:56.4,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carex glaucodea, C. flaccosperma",1175,2,"thinfruit sedge,blue wood sedge",CAFL3,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y,Y,Y, , ,                         , , , , , , , , ,Y,NULL,NULL,G,NULL,NULL, , ,NULL,NULL, , ,, ,"Carex glaucodea, C. flaccosperma",,, ,E, , , , ,Y,C,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:03.4,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex gracillima,1177,2,graceful sedge,CAGR2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, ,Y,Y, ,Y, , , ,                         , , , , , , , , , ,NULL,NULL,G,8,36,i, ,8,36,i, ,, ,Carex gracillima,"05,06,07","G,P", ,E, , , , , ,C,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.3,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex granularis,1178,2,limestone meadow sedge,CAGR3,Y,R,"A,C,B,P,Q,L,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y, , ,"O,CO,R,G",Y, , , , , , , , ,NULL,NULL,G,8,24,I, ,NULL,NULL, , ,, ,Carex granularis,,, ,E, , , , , ,C,"Two-Spotted Skipper,Black Dash,Broad-winged Skipper,Dion Skipper,Duke's Skipper,Dun Skipper,Mulberry Wing,Appalachian Brown","Euphyes bimacula,Euphyes conspicuus,Poanes viator,Euphyes dion,Euphyes dukesi,Euphyes vestris,Poanes massasoit,Satyrodes appalachia", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.5,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex intumescens,1179,2,greater bladder sedge,CAIN12,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y, ,Y, ,Y, ,                         , , , ,Y,Y, , ,Y, ,Y,NULL,G,2,3,F, ,12,30,i, ,, ,Carex intumescens,"05,06",W, ,E, , , , , ,C,,, , , , ,, , , ,,,,,,,,,,,,,,,Secondary,NULL,NULL,NULL,NULL,NULL,A,28:41.2,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex laxiculmis,,2,"Spreading Sedge, Creeping Sedge",,,,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",,,,Y,Y,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Carex laxiculmis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex longii,,2,Caric Sedge,,,,"F,V,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carex longii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex lupulina,1180,2,hop sedge,CALU4,Y,R,"A,C,B,P,G,Q,F,L,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y,Y, ,"O,CO,IO,SO", , , ,Y,Y, ,Y,Y, ,Y,Y,G,18,39,I, ,NULL,NULL, , ,, ,Carex lupulina,,, ,E, , , , , ,C,"Two-Spotted Skipper,Black Dash,Broad-winged Skipper,Dion Skipper,Duke's Skipper,Dun Skipper,Mulberry Wing,Appalachian Brown","Euphyes bimacula,Euphyes conspicuus,Poanes viator,Euphyes dion,Euphyes dukesi,Euphyes vestris,Poanes massasoit,Satyrodes appalachia", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:41.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex lurida,1181,2,"sallow, greenish-white sedge",CALU5,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y,Y, ,"O,S,K", , , ,Y,Y, ,Y,Y, ,Y,NULL,G,2,4,F, ,18,36,I, ,, ,Carex lurida,"06,07,08,09,10",, ,E, , , , , ,"C,W,H       ","Two-Spotted Skipper,Black Dash,Broad-winged Skipper,Dion Skipper,Duke's Skipper,Dun Skipper,Mulberry Wing,Appalachian Brown","Euphyes bimacula,Euphyes conspicuus,Poanes viator,Euphyes dion,Euphyes dukesi,Euphyes vestris,Poanes massasoit,Satyrodes appalachia", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:42.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
